tconst	ordering	nconst	category	job	characters
tt0119217	4	nm0001745	actor	\N	"[""Lambeau""]"
tt0119217	5	nm0001814	director	\N	\N
tt0119217	6	nm0004744	producer	producer	\N
tt0119217	7	nm0000384	composer	\N	\N
tt0119217	8	nm0260389	cinematographer	director of photography	\N
tt0119217	9	nm0768817	editor	\N	\N
tt0180093	10	nm0508732	cinematographer	director of photography	\N
tt0180093	1	nm0000995	actress	\N	"[""Sara Goldfarb""]"
tt0180093	2	nm0001467	actor	\N	"[""Harry Goldfarb""]"
tt0180093	3	nm0000124	actress	\N	"[""Marion Silver""]"
tt0180093	4	nm0005541	actor	\N	"[""Tyrone C. Love""]"
tt0180093	5	nm0004716	director	\N	\N
tt0180093	6	nm0782968	writer	based on the book by	\N
tt0180093	7	nm0914615	producer	producer	\N
tt0180093	8	nm0922279	producer	producer	\N
tt0180093	9	nm0543739	composer	\N	\N
tt0338013	10	nm0109726	composer	\N	\N
tt0338013	1	nm0000120	actor	\N	"[""Joel Barish""]"
tt0338013	2	nm0000701	actress	\N	"[""Clementine Kruczynski""]"
tt0338013	3	nm0929489	actor	\N	"[""Dr. Mierzwiak""]"
tt0338013	4	nm0004423	actor	\N	"[""Train Conductor""]"
tt0338013	5	nm0327273	director	\N	\N
tt0338013	6	nm0442109	writer	story	\N
tt0338013	7	nm1410028	writer	story	\N
tt0338013	8	nm0106835	producer	producer	\N
tt0338013	9	nm0326512	producer	producer	\N
tt0361748	1	nm0000093	actor	\N	"[""Lt. Aldo Raine""]"
tt0361748	2	nm1208167	actress	\N	"[""Bridget von Hammersmark""]"
tt0361748	3	nm0744834	actor	\N	"[""Sgt. Donny Donowitz""]"
tt0361748	4	nm0491259	actress	\N	"[""Shosanna""]"
tt0361748	5	nm0000233	director	\N	\N
tt0361748	6	nm0004744	producer	producer	\N
tt0361748	7	nm0724744	cinematographer	director of photography	\N
tt0361748	8	nm0579673	editor	\N	\N
tt0361748	9	nm0913300	production_designer	\N	\N
tt0435761	10	nm0005271	composer	\N	\N
tt0435761	1	nm0000158	actor	\N	"[""Woody""]"
tt0435761	2	nm0000741	actor	\N	"[""Buzz Lightyear""]"
tt0435761	3	nm0000349	actress	\N	"[""Jessie""]"
tt0435761	4	nm0000885	actor	\N	"[""Lotso""]"
tt0435761	5	nm0881279	director	\N	\N
tt0435761	6	nm0005124	writer	story by	\N
tt0435761	7	nm0004056	writer	story by	\N
tt0435761	8	nm1578335	writer	screenplay by	\N
tt0435761	9	nm0026565	producer	producer	\N
tt2106476	10	nm1401820	cinematographer	\N	\N
tt2106476	1	nm0586568	actor	\N	"[""Lucas""]"
tt2106476	2	nm0488917	actor	\N	"[""Theo""]"
tt2106476	3	nm5038871	actress	\N	"[""Klara""]"
tt2106476	4	nm5039026	actor	\N	"[""Marcus""]"
tt2106476	5	nm0899121	director	\N	\N
tt2106476	6	nm2105585	writer	screenplay	\N
tt2106476	7	nm1011849	producer	producer	\N
tt2106476	8	nm0442337	producer	producer	\N
tt2106476	9	nm0250813	composer	\N	\N
tt0032553	10	nm0354916	actress	\N	"[""Madame Napaloni""]"
tt0032553	1	nm0000122	actor	\N	"[""Hynkel - Dictator of Tomania"",""A Jewish Barber""]"
tt0032553	2	nm0002104	actress	\N	"[""Hannah""]"
tt0032553	3	nm0642988	actor	\N	"[""Napaloni - Dictator of Bacteria""]"
tt0032553	4	nm0306786	actor	\N	"[""Schultz""]"
tt0032553	5	nm0835365	cinematographer	director of photography	\N
tt0032553	6	nm0005906	cinematographer	director of photography	\N
tt0032553	7	nm0630119	editor	film editor	\N
tt0032553	8	nm0199787	actor	\N	"[""Garbitsch""]"
tt0032553	9	nm0317970	actor	\N	"[""Herring""]"
tt0043014	10	nm0772834	editor	\N	\N
tt0043014	1	nm0000034	actor	\N	"[""Joe Gillis""]"
tt0043014	2	nm0841797	actress	\N	"[""Norma Desmond""]"
tt0043014	3	nm0002233	actor	\N	"[""Max Von Mayerling""]"
tt0043014	4	nm0647970	actress	\N	"[""Betty Schaefer""]"
tt0043014	5	nm0000697	director	\N	\N
tt0043014	6	nm0102818	writer	written by	\N
tt0043014	7	nm0551261	writer	written by	\N
tt0043014	8	nm0000077	composer	\N	\N
tt0043014	9	nm0005870	cinematographer	director of photography	\N
tt0050825	10	nm0006086	composer	\N	\N
tt0050825	1	nm0000018	actor	\N	"[""Col. Dax""]"
tt0050825	2	nm0576127	actor	\N	"[""Cpl. Philippe Paris""]"
tt0050825	3	nm0579663	actor	\N	"[""Gen. George Broulard""]"
tt0050825	4	nm0534317	actor	\N	"[""Gen. Paul Mireau""]"
tt0050825	5	nm0000040	director	\N	\N
tt0050825	6	nm0932229	writer	screenplay	\N
tt0050825	7	nm0860292	writer	screenplay	\N
tt0050825	8	nm0167767	writer	"based on the novel ""Paths of Glory"" by"	\N
tt0050825	9	nm0364805	producer	producer	\N
tt0051201	10	nm0540338	composer	\N	\N
tt0051201	1	nm0000061	actor	\N	"[""Leonard Vole""]"
tt0051201	2	nm0000017	actress	\N	"[""Christine""]"
tt0051201	3	nm0001452	actor	\N	"[""Sir Wilfrid Robarts""]"
tt0051201	4	nm0006471	actress	\N	"[""Miss Plimsoll""]"
tt0051201	5	nm0000697	director	\N	\N
tt0051201	6	nm0002005	writer	in Agatha Christie's international stage success	\N
tt0051201	7	nm0475823	writer	screen play	\N
tt0051201	8	nm0546140	writer	adaptation	\N
tt0051201	9	nm0394967	producer	producer	\N
tt0057012	10	nm0367431	editor	film editor	\N
tt0057012	1	nm0000634	actor	\N	"[""Group Capt. Lionel Mandrake"",""President Merkin Muffley"",""Dr. Strangelove""]"
tt0057012	2	nm0001715	actor	\N	"[""Gen. 'Buck' Turgidson""]"
tt0057012	3	nm0001330	actor	\N	"[""Brig. Gen. Jack D. Ripper""]"
tt0057012	4	nm0943978	actor	\N	"[""Col. 'Bat' Guano""]"
tt0057012	5	nm0000040	director	\N	\N
tt0057012	6	nm0816143	writer	screenplay	\N
tt0057012	7	nm0313570	writer	screenplay	\N
tt0057012	8	nm0006145	composer	\N	\N
tt0057012	9	nm0852405	cinematographer	director of photography	\N
tt0057565	10	nm0849083	producer	producer	\N
tt0057565	1	nm0001536	actor	\N	"[""Kingo Gondo""]"
tt0057565	2	nm0755403	actor	\N	"[""Aoki - the Chauffeur""]"
tt0057565	3	nm0619938	actor	\N	"[""Chief Detective Tokura""]"
tt0057565	4	nm0434593	actress	\N	"[""Reiko Gondo""]"
tt0057565	5	nm0000041	director	\N	\N
tt0057565	6	nm0644823	writer	screenplay	\N
tt0057565	7	nm0452878	writer	screenplay	\N
tt0057565	8	nm0386750	writer	screenplay	\N
tt0057565	9	nm0402805	writer	"novel ""Kingu no minoshirokin"""	\N
tt0081505	10	nm0005633	cinematographer	\N	\N
tt0081505	1	nm0000197	actor	\N	"[""Jack Torrance""]"
tt0081505	2	nm0001167	actress	\N	"[""Wendy Torrance""]"
tt0081505	3	nm0515950	actor	\N	"[""Danny Torrance""]"
tt0081505	4	nm0001079	actor	\N	"[""Dick Hallorann""]"
tt0081505	5	nm0000040	director	\N	\N
tt0081505	6	nm0000175	writer	based upon the novel by	\N
tt0081505	7	nm0424956	writer	screenplay by	\N
tt0081505	8	nm0137793	composer	\N	\N
tt0081505	9	nm0253844	composer	\N	\N
tt0082096	10	nm0005911	cinematographer	director of photography	\N
tt0082096	1	nm0001638	actor	\N	"[""Capt.-Lt. Henrich Lehmann-Willenbrock - Der Alte""]"
tt0082096	2	nm0344963	actor	\N	"[""Lt. Werner - Correspondent""]"
tt0082096	3	nm0921044	actor	\N	"[""Chief Engineer Fritz Grade - Der Leitende-Der LI""]"
tt0082096	4	nm0071059	actor	\N	"[""1st Lieutenant - Number One-1WO""]"
tt0082096	5	nm0000583	director	\N	\N
tt0082096	6	nm0118164	writer	based on the novel by	\N
tt0082096	7	nm0007156	producer	producer	\N
tt0082096	8	nm0737582	producer	producer	\N
tt0082096	9	nm0006041	composer	score composer	\N
tt0082971	10	nm0002354	composer	\N	\N
tt0082971	1	nm0000148	actor	\N	"[""Indy""]"
tt0082971	2	nm0000261	actress	\N	"[""Marion""]"
tt0082971	3	nm0293550	actor	\N	"[""Belloq""]"
tt0082971	4	nm0722636	actor	\N	"[""Sallah""]"
tt0082971	5	nm0000229	director	\N	\N
tt0082971	6	nm0001410	writer	screenplay by	\N
tt0082971	7	nm0000184	writer	story by	\N
tt0082971	8	nm0442241	writer	story by	\N
tt0082971	9	nm0550881	producer	producer	\N
tt0086879	10	nm0151434	editor	\N	\N
tt0086879	1	nm0000719	actor	\N	"[""Antonio Salieri""]"
tt0086879	2	nm0001371	actor	\N	"[""Wolfgang Amadeus Mozart""]"
tt0086879	3	nm0000931	actress	\N	"[""Constanze Mozart""]"
tt0086879	4	nm0234541	actor	\N	"[""Leopold Mozart""]"
tt0086879	5	nm0001232	director	\N	\N
tt0086879	6	nm0787323	writer	original stage play	\N
tt0086879	7	nm0537004	writer	\N	\N
tt0086879	8	nm0951763	producer	producer	\N
tt0086879	9	nm0005816	cinematographer	director of photography	\N
tt0090605	10	nm0005036	producer	producer	\N
tt0090605	1	nm0000244	actress	\N	"[""Ripley""]"
tt0090605	2	nm0000299	actor	\N	"[""Corporal Hicks""]"
tt0090605	3	nm0001343	actress	\N	"[""Newt""]"
tt0090605	4	nm0001663	actor	\N	"[""Burke""]"
tt0090605	5	nm0000116	director	\N	\N
tt0090605	6	nm0318429	writer	story by	\N
tt0090605	7	nm0001353	writer	story by	\N
tt0090605	8	nm0639321	writer	based on characters created by	\N
tt0090605	9	nm0795953	writer	based on characters created by	\N
tt0091251	10	nm0678202	production_designer	\N	\N
tt0091251	1	nm0470385	actor	\N	"[""Flyora Gayshun""]"
tt0091251	2	nm0592500	actress	\N	"[""Glasha""]"
tt0091251	3	nm0490708	actor	\N	"[""Kosach""]"
tt0091251	4	nm0046575	actor	\N	"[""Rubezh""]"
tt0091251	5	nm0459552	director	\N	\N
tt0091251	6	nm0010696	writer	story	\N
tt0091251	7	nm0945897	composer	\N	\N
tt0091251	8	nm0734870	cinematographer	\N	\N
tt0091251	9	nm0069483	editor	\N	\N
tt0112573	10	nm0742475	editor	\N	\N
tt0112573	1	nm0000154	actor	\N	"[""William Wallace""]"
tt0112573	2	nm0000521	actress	\N	"[""Princess Isabelle""]"
tt0112573	3	nm0001526	actor	\N	"[""Longshanks - King Edward I""]"
tt0112573	4	nm0005171	actor	\N	"[""Robert the Bruce""]"
tt0112573	5	nm0908824	writer	written by	\N
tt0112573	6	nm0202704	producer	producer	\N
tt0112573	7	nm0480440	producer	producer	\N
tt0112573	8	nm0000035	composer	\N	\N
tt0112573	9	nm0001799	cinematographer	director of photography	\N
tt0119698	10	nm0786707	editor	\N	\N
tt0119698	1	nm0559444	actor	\N	"[""Ashitaka""]"
tt0119698	2	nm0410942	actress	\N	"[""San"",""Mononoke-Hime"",""Kaya""]"
tt0119698	3	nm0849100	actress	\N	"[""Eboshi-gozen""]"
tt0119698	4	nm0001082	actor	\N	"[""Ashitaka""]"
tt0119698	5	nm0594503	director	\N	\N
tt0119698	6	nm0301274	writer	adapted by: English version	\N
tt0119698	7	nm0840699	producer	producer	\N
tt0119698	8	nm0386749	composer	\N	\N
tt0119698	9	nm0645777	cinematographer	\N	\N
tt0169547	10	nm0005734	cinematographer	director of photography	\N
tt0169547	1	nm0000228	actor	\N	"[""Lester Burnham""]"
tt0169547	2	nm0000906	actress	\N	"[""Carolyn Burnham""]"
tt0169547	3	nm0000301	actress	\N	"[""Jane Burnham""]"
tt0169547	4	nm0004747	actor	\N	"[""Ricky Fitts""]"
tt0169547	5	nm0005222	director	\N	\N
tt0169547	6	nm0050332	writer	written by	\N
tt0169547	7	nm0169260	producer	producer	\N
tt0169547	8	nm0423134	producer	producer	\N
tt0169547	9	nm0002353	composer	\N	\N
tt0209144	10	nm0002892	cinematographer	director of photography	\N
tt0209144	1	nm0001602	actor	\N	"[""Leonard""]"
tt0209144	2	nm0005251	actress	\N	"[""Natalie""]"
tt0209144	3	nm0001592	actor	\N	"[""Teddy""]"
tt0209144	4	nm0095478	actor	\N	"[""Burt""]"
tt0209144	5	nm0634240	director	\N	\N
tt0209144	6	nm0634300	writer	"short story ""Memento Mori"""	\N
tt0209144	7	nm0865189	producer	producer	\N
tt0209144	8	nm0865297	producer	producer	\N
tt0209144	9	nm0432382	composer	\N	\N
tt0364569	10	nm0997224	producer	producer	\N
tt0364569	1	nm0158856	actor	\N	"[""Dae-su Oh""]"
tt0364569	2	nm0949167	actor	\N	"[""Woo-jin Lee""]"
tt0364569	3	nm1367246	actress	\N	"[""Mi-do""]"
tt0364569	4	nm1366028	actor	\N	"[""Mr. Han""]"
tt0364569	5	nm0661791	director	\N	\N
tt0364569	6	nm1628380	writer	manga	\N
tt0364569	7	nm2057405	writer	manga	\N
tt0364569	8	nm1367409	writer	screenplay	\N
tt0364569	9	nm1369364	writer	screenplay	\N
tt0405094	10	nm0091686	cinematographer	\N	\N
tt0405094	1	nm0618057	actor	\N	"[""Hauptmann Gerd Wiesler""]"
tt0405094	2	nm0311476	actress	\N	"[""Christa-Maria Sieland""]"
tt0405094	3	nm0462407	actor	\N	"[""Georg Dreyman""]"
tt0405094	4	nm0876300	actor	\N	"[""Oberstleutnant Anton Grubitz""]"
tt0405094	5	nm0003697	director	\N	\N
tt0405094	6	nm0073875	producer	producer	\N
tt0405094	7	nm0927270	producer	producer	\N
tt0405094	8	nm1098869	composer	\N	\N
tt0405094	9	nm0001189	composer	\N	\N
tt0910970	10	nm0742276	cinematographer	director of photography: live action	\N
tt0910970	1	nm0123785	actor	\N	"[""WALL·E"",""M-O""]"
tt0910970	2	nm2264184	actress	\N	"[""EVE""]"
tt0910970	3	nm0307531	actor	\N	"[""Captain""]"
tt0910970	4	nm0929609	actor	\N	"[""Shelby Forthright - BNL CEO""]"
tt0910970	5	nm0004056	director	\N	\N
tt0910970	6	nm0230032	writer	original story by	\N
tt0910970	7	nm0714114	writer	screenplay by	\N
tt0910970	8	nm0606640	producer	producer	\N
tt0910970	9	nm0002353	composer	\N	\N
tt1187043	10	nm3760517	composer	\N	\N
tt1187043	1	nm0451148	actor	\N	"[""Ranchoddas Shamaldas Chanchad (Rancho)"",""Phunsukh Wangdu""]"
tt1187043	2	nm0534856	actor	\N	"[""Farhan Qureshi""]"
tt1187043	3	nm1587175	actress	\N	"[""Mona Sahastrabuddhe""]"
tt1187043	4	nm0430817	actor	\N	"[""Raju Rastogi""]"
tt1187043	5	nm0386246	director	\N	\N
tt1187043	6	nm0430785	writer	screenplay	\N
tt1187043	7	nm0006765	writer	screenplay associate	\N
tt1187043	8	nm2746459	writer	"novel ""Five Point Someone"""	\N
tt1187043	9	nm0596240	composer	\N	\N
tt1345836	10	nm0858799	producer	producer	\N
tt1345836	1	nm0000288	actor	\N	"[""Bruce Wayne"",""Batman""]"
tt1345836	2	nm0362766	actor	\N	"[""Bane""]"
tt1345836	3	nm0004266	actress	\N	"[""Selina""]"
tt1345836	4	nm0000198	actor	\N	"[""Commissioner Gordon""]"
tt1345836	5	nm0634240	director	\N	\N
tt1345836	6	nm0634300	writer	screenplay	\N
tt1345836	7	nm0275286	writer	story	\N
tt1345836	8	nm0004170	writer	characters	\N
tt1345836	9	nm0746273	producer	producer	\N
tt1745960	10	nm0472567	writer	screenplay by	\N
tt1745960	1	nm0000129	actor	\N	"[""Capt. Pete 'Maverick' Mitchell""]"
tt1745960	2	nm0000124	actress	\N	"[""Penny Benjamin""]"
tt1745960	3	nm1886602	actor	\N	"[""Lt. Bradley 'Rooster' Bradshaw""]"
tt1745960	4	nm0000174	actor	\N	"[""Adm. Tom 'Iceman' Kazansky""]"
tt1745960	5	nm2676052	director	\N	\N
tt1745960	6	nm0143596	writer	based on characters created by	\N
tt1745960	7	nm0258390	writer	based on characters created by	\N
tt1745960	8	nm0185976	writer	story by	\N
tt1745960	9	nm1098479	writer	story by	\N
tt1853728	10	nm0711235	editor	\N	\N
tt1853728	1	nm0004937	actor	\N	"[""Django""]"
tt1853728	2	nm0910607	actor	\N	"[""Dr. King Schultz""]"
tt1853728	3	nm0000138	actor	\N	"[""Calvin Candie""]"
tt1853728	4	nm0913488	actress	\N	"[""Broomhilda von Shaft""]"
tt1853728	5	nm0000233	director	\N	\N
tt1853728	6	nm0399737	producer	producer	\N
tt1853728	7	nm0767894	producer	producer	\N
tt1853728	8	nm0792049	producer	producer	\N
tt1853728	9	nm0724744	cinematographer	director of photography	\N
tt2380307	10	nm0315974	composer	\N	\N
tt2380307	1	nm5645519	actor	\N	"[""Miguel""]"
tt2380307	2	nm0305558	actor	\N	"[""Héctor""]"
tt2380307	3	nm0000973	actor	\N	"[""Ernesto de la Cruz""]"
tt2380307	4	nm0005513	actress	\N	"[""Mamá Imelda""]"
tt2380307	5	nm0881279	director	\N	\N
tt2380307	6	nm2937122	director	co-director	\N
tt2380307	7	nm0441735	writer	original story by	\N
tt2380307	8	nm0017690	writer	original story by	\N
tt2380307	9	nm0026565	producer	producer	\N
tt4154756	10	nm0456158	writer	based on the Marvel comics by	\N
tt4154756	1	nm0000375	actor	\N	"[""Tony Stark"",""Iron Man""]"
tt4154756	2	nm1165110	actor	\N	"[""Thor""]"
tt4154756	3	nm0749263	actor	\N	"[""Bruce Banner"",""Hulk""]"
tt4154756	4	nm0262635	actor	\N	"[""Steve Rogers"",""Captain America""]"
tt4154756	5	nm0751577	director	\N	\N
tt4154756	6	nm0751648	director	\N	\N
tt4154756	7	nm1321655	writer	screenplay by	\N
tt4154756	8	nm1321656	writer	screenplay by	\N
tt4154756	9	nm0498278	writer	based on the Marvel comics by	\N
tt4154796	10	nm0456158	writer	based on the Marvel comics by	\N
tt4154796	1	nm0000375	actor	\N	"[""Tony Stark"",""Iron Man""]"
tt4154796	2	nm0262635	actor	\N	"[""Steve Rogers"",""Captain America""]"
tt4154796	3	nm0749263	actor	\N	"[""Bruce Banner"",""Hulk""]"
tt4154796	4	nm1165110	actor	\N	"[""Thor""]"
tt4154796	5	nm0751577	director	\N	\N
tt4154796	6	nm0751648	director	\N	\N
tt4154796	7	nm1321655	writer	screenplay by	\N
tt4154796	8	nm1321656	writer	screenplay by	\N
tt4154796	9	nm0498278	writer	based on the Marvel comics by	\N
tt4633694	10	nm0588087	producer	producer	\N
tt4633694	1	nm4271336	actor	\N	"[""Miles Morales""]"
tt4633694	2	nm2159926	actor	\N	"[""Peter B. Parker""]"
tt4633694	3	nm2794962	actress	\N	"[""Gwen Stacy""]"
tt4633694	4	nm0991810	actor	\N	"[""Uncle Aaron""]"
tt4633694	5	nm2130108	director	\N	\N
tt4633694	6	nm0709056	director	\N	\N
tt4633694	7	nm0745247	director	\N	\N
tt4633694	8	nm0520488	writer	screenplay by	\N
tt4633694	9	nm0032696	producer	producer	\N
tt5311514	10	nm8823532	producer	producer	\N
tt5311514	1	nm1126340	actor	\N	"[""Taki Tachibana""]"
tt5311514	2	nm4759838	actress	\N	"[""Mitsuha Miyamizu""]"
tt5311514	3	nm6954008	actor	\N	"[""Katsuhiko Teshigawara""]"
tt5311514	4	nm2976492	actress	\N	"[""Sayaka Natori""]"
tt5311514	5	nm1396121	director	\N	\N
tt5311514	6	nm1038805	writer	english script	\N
tt5311514	7	nm5147232	producer	producer	\N
tt5311514	8	nm3356206	producer	chief executive producer	\N
tt5311514	9	nm2929057	producer	producer	\N
tt7286456	10	nm0177896	producer	producer	\N
tt7286456	1	nm0001618	actor	\N	"[""Arthur Fleck""]"
tt7286456	2	nm0000134	actor	\N	"[""Murray Franklin""]"
tt7286456	3	nm5939164	actress	\N	"[""Sophie Dumond""]"
tt7286456	4	nm0175814	actress	\N	"[""Penny Fleck""]"
tt7286456	5	nm0680846	director	\N	\N
tt7286456	6	nm0798788	writer	written by	\N
tt7286456	7	nm0004170	writer	based on characters created by	\N
tt7286456	8	nm0277730	writer	based on characters created by	\N
tt7286456	9	nm1047603	writer	based on characters created by	\N
tt8267604	10	nm4752699	producer	executive producer: KNM Films	\N
tt8267604	1	nm9862858	actor	\N	"[""Zain""]"
tt8267604	2	nm9862859	actress	\N	"[""Rahil""]"
tt8267604	3	nm9862860	actor	\N	"[""Yonas""]"
tt8267604	4	nm10201625	actress	\N	"[""Souad""]"
tt8267604	5	nm1701024	director	\N	\N
tt8267604	6	nm2764802	writer	screenplay	\N
tt8267604	7	nm9878616	writer	screenplay	\N
tt8267604	8	nm2759610	writer	in collaboration with	\N
tt8267604	9	nm1848588	writer	in collaboration with	\N
tt0021749	1	nm0000122	actor	\N	"[""A Tramp""]"
tt0021749	2	nm0156039	actress	\N	"[""A Blind Girl""]"
tt0021749	3	nm5681967	actress	\N	"[""The Blind Girl's Grandmother""]"
tt0021749	4	nm0616729	actor	\N	"[""An Eccentric Millionaire""]"
tt0021749	5	nm0139714	writer	\N	\N
tt0021749	6	nm0188357	writer	\N	\N
tt0021749	7	nm0689661	cinematographer	\N	\N
tt0021749	8	nm0005906	cinematographer	\N	\N
tt0027977	10	nm0305087	actor	\N	"[""President of the Electro Steel Corp.""]"
tt0027977	1	nm0000122	actor	\N	"[""A Factory Worker""]"
tt0027977	2	nm0002104	actress	\N	"[""A Gamin""]"
tt0027977	3	nm0074788	actor	\N	"[""Cafe Proprietor""]"
tt0027977	4	nm0761866	actor	\N	"[""Big Bill""]"
tt0027977	5	nm0005806	cinematographer	\N	\N
tt0027977	6	nm0005906	cinematographer	\N	\N
tt0027977	7	nm0174682	actor	\N	"[""Mechanic""]"
tt0027977	8	nm0003424	actor	\N	"[""Burglar""]"
tt0027977	9	nm0090008	actor	\N	"[""Gamin's Father""]"
tt0034583	10	nm0019706	writer	play	\N
tt0034583	1	nm0000007	actor	\N	"[""Rick Blaine""]"
tt0034583	2	nm0000006	actress	\N	"[""Ilsa Lund""]"
tt0034583	3	nm0002134	actor	\N	"[""Victor Laszlo""]"
tt0034583	4	nm0001647	actor	\N	"[""Captain Louis Renault""]"
tt0034583	5	nm0002031	director	\N	\N
tt0034583	6	nm0258493	writer	screenplay	\N
tt0034583	7	nm0258525	writer	screenplay	\N
tt0034583	8	nm0462321	writer	screenplay	\N
tt0034583	9	nm0122417	writer	play	\N
tt0047396	10	nm0866462	editor	\N	\N
tt0047396	1	nm0000071	actor	\N	"[""L.B. Jefferies""]"
tt0047396	2	nm0000038	actress	\N	"[""Lisa Fremont""]"
tt0047396	3	nm0179819	actor	\N	"[""Tom Doyle""]"
tt0047396	4	nm0728812	actress	\N	"[""Stella""]"
tt0047396	5	nm0000033	director	\N	\N
tt0047396	6	nm0371088	writer	screenplay	\N
tt0047396	7	nm0941280	writer	short story	\N
tt0047396	8	nm0000077	composer	\N	\N
tt0047396	9	nm0122079	cinematographer	director of photography	\N
tt0054215	10	nm0866462	editor	\N	\N
tt0054215	1	nm0000578	actor	\N	"[""Norman Bates""]"
tt0054215	2	nm0001463	actress	\N	"[""Marion Crane""]"
tt0054215	3	nm0587256	actress	\N	"[""Lila Crane""]"
tt0054215	4	nm0001260	actor	\N	"[""Sam Loomis""]"
tt0054215	5	nm0000033	director	\N	\N
tt0054215	6	nm0825010	writer	screenplay by	\N
tt0054215	7	nm0088645	writer	based on the novel by	\N
tt0054215	8	nm0002136	composer	\N	\N
tt0054215	9	nm0005852	cinematographer	director of photography	\N
tt0064116	10	nm0001553	composer	\N	\N
tt0064116	1	nm0000020	actor	\N	"[""Frank""]"
tt0064116	2	nm0000314	actor	\N	"[""Harmonica""]"
tt0064116	3	nm0001012	actress	\N	"[""Jill McBain""]"
tt0064116	4	nm0001673	actor	\N	"[""Manuel 'Cheyenne' Gutiérrez""]"
tt0064116	5	nm0001466	director	\N	\N
tt0064116	6	nm0006872	writer	screenplay by	\N
tt0064116	7	nm0000783	writer	from a story by	\N
tt0064116	8	nm0000934	writer	from a story by	\N
tt0064116	9	nm0607694	producer	producer	\N
tt0078748	10	nm0001353	producer	producer	\N
tt0078748	1	nm0000244	actress	\N	"[""Ripley""]"
tt0078748	2	nm0000643	actor	\N	"[""Dallas""]"
tt0078748	3	nm0000457	actor	\N	"[""Kane""]"
tt0078748	4	nm0001021	actress	\N	"[""Lambert""]"
tt0078748	5	nm0000631	director	\N	\N
tt0078748	6	nm0639321	writer	screenplay by	\N
tt0078748	7	nm0795953	writer	story by	\N
tt0078748	8	nm0140826	producer	producer	\N
tt0078748	9	nm0318429	producer	producer	\N
tt0078788	10	nm0178874	composer	\N	\N
tt0078788	1	nm0000640	actor	\N	"[""Captain Benjamin L. Willard""]"
tt0078788	2	nm0000008	actor	\N	"[""Colonel Walter E. Kurtz""]"
tt0078788	3	nm0000380	actor	\N	"[""Lieutenant Colonel Bill Kilgore""]"
tt0078788	4	nm0002078	actor	\N	"[""Jay 'Chef' Hicks""]"
